Battery Voltage (V),Coolant Temperature (°C),DG State (),Engine Speed (RPM),Generator Avg Frequency (Hz),Generator Avg L-L Voltage (V),Generator Avg L-N Voltage (V),Generator L1 Apparent Power (kVA),Generator L1-L2 Voltage (V),Generator L1-N Voltage (V),Generator L2 Apparent Power (kVA),Generator L2-L3 Voltage (V),Generator L2-N Voltage (V),Generator L3 Apparent Power (kVA),Generator L3-L1 Voltage (V),Generator L3-N Voltage (V),Generator Total Active Power (kW),Generator Total Apparent Power (kVA),Generator Total Reactive Power (kVAR),Load Avg Current (A),Load L1 Current (A),Load L2 Current (A),Load L3 Current (A),Lube Oil Pressure (Bar),Machine Status (),Mains Avg Frequency (Hz),Mains Avg L-L Voltage (V),Mains Avg L-N Voltage (V),Mains L1-L2 Voltage (V),Mains L1-N Voltage (V),Mains L2-L3 Voltage (V),Mains L2-N Voltage (V),Mains L3-L1 Voltage (V),Mains L3-N Voltage (V),Run Hour (Hr),Maintenance
28.32,78,0,1498.62,50.05,416.27,240.33,152,415.69,240,148,416.56,240,150,416.56,241,365.69,449,274264.6,634,644,628,630,5,1,0,0,0,0,0,0,0,0,0,1264.15,1
28.36,77.94,0,1501.25,49.94,416.85,240.67,160,416.56,241,156,416.56,240,157,417.42,241,377.95,473,283459.68,654.33,664,648,651,4.93,1,0,0,0,0,0,0,0,0,0,1264.15,1
28.4,77.89,0,1495.25,50.04,416.27,240.33,163,415.69,240,159,416.56,240,161,416.56,241,398.18,483,298632.62,690.33,700,684,687,4.97,1,0,0,0,0,0,0,0,0,0,1264.15,1
28.4,77.89,0,1500.62,49.98,416.27,240.33,154,415.69,240,150,416.56,240,150,416.56,241,366.65,454,274987.03,635.67,645,630,632,4.98,1,0,0,0,0,0,0,0,0,0,1264.15,1
28.44,77.78,0,1497.5,49.94,416.27,240.33,153,415.69,240,149,416.56,240,150,416.56,241,366.46,451,274839.95,635.33,645,629,632,5,1,0,0,0,0,0,0,0,0,0,1264.15,1
28.44,77.78,0,1497.5,50.04,416.27,240.33,152,415.69,240,148,416.56,240,149,416.56,241,359.34,449,269506.06,623,634,615,620,4.98,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.36,77.78,0,1497.75,49.99,416.27,240.33,156,415.69,240,151,416.56,240,153,416.56,241,366.07,460,274554.43,634.67,645,627,632,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.4,77.72,0,1497.5,49.95,416.27,240.33,159,415.69,240,155,416.56,240,156,416.56,241,375.49,470,281618.69,651,661,644,648,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.4,77.67,0,1501,49.94,416.27,240.33,152,415.69,240,144,416.56,240,146,416.56,241,343,443,257250.67,594.67,607,587,590,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.36,77.78,0,1497.25,49.98,416.27,240.33,150,415.69,240,146,416.56,240,147,416.56,241,349.92,442,262441.8,606.67,617,599,604,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.36,77.78,0,1498.75,50.02,415.69,240,154,415.69,240,150,415.69,240,152,415.69,240,378.82,456,284113.44,657.67,667,651,655,4.92,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.36,77.72,0,1501.62,49.93,416.27,240.33,156,415.69,240,153,416.56,240,154,416.56,241,368.57,464,276427.57,639,647,632,638,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.32,77.72,0,1500.62,49.99,415.69,240,151,415.69,240,147,415.69,240,149,415.69,240,363.84,447,272881.44,631.67,640,625,630,4.97,1,0,0,0,0,0,0,0,0,0,1264.1,1
28.32,77.72,0,1502.75,49.9,416.27,240.33,143,415.69,240,139,416.56,240,141,416.56,241,334.93,424,251194.36,580.67,587,573,582,5.01,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.36,77.72,0,1499.5,50.06,416.27,240.33,145,415.69,240,141,416.56,240,143,416.56,241,341.27,428,255952.89,591.67,601,583,591,5.01,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.36,77.72,0,1504.12,50.03,416.27,240.33,150,415.69,240,147,416.56,240,149,416.56,241,354.93,446,266188.07,615.33,621,606,619,4.98,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.4,77.78,0,1499,50.04,416.27,240.33,151,415.69,240,146,416.56,240,149,416.56,241,351.46,446,263592.5,609.33,618,602,608,4.97,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.4,77.78,0,1500.62,49.98,416.27,240.33,150,415.69,240,146,416.56,240,148,416.56,241,356.66,445,267485.85,618.33,625,608,622,5.01,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.4,77.72,0,1497,50.04,417.42,241,142,417.42,241,138,417.42,241,140,417.42,241,330.07,419,247556.65,570.67,580,562,570,5.03,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.4,77.89,0,1502.75,50.08,417.42,241,145,417.42,241,140,417.42,241,143,417.42,241,339.52,428,254640.6,587,594,576,591,4.97,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.36,77.94,0,1498.62,50.1,416.27,240.33,153,415.69,240,149,416.56,240,151,416.56,241,356.85,453,267632.93,618.67,628,610,618,5.09,1,0,0,0,0,0,0,0,0,0,1264.05,1
28.36,78,0,1499.62,49.92,416.27,240.33,153,415.69,240,149,416.56,240,152,416.56,241,362.62,453,271958.87,628.67,635,618,633,5.12,1,0,0,0,0,0,0,0,0,0,1264,1
28.32,78.06,0,1494.12,50.09,415.69,240,159,415.69,240,156,415.69,240,158,415.69,240,385.15,472,288865.44,668.67,676,662,668,5.13,1,0,0,0,0,0,0,0,0,0,1264,1
28.32,78.17,0,1499,49.9,415.69,240,158,415.69,240,155,415.69,240,158,415.69,240,387.65,472,290736,673,678,664,677,5.07,1,0,0,0,0,0,0,0,0,0,1264,1
28.36,78.17,0,1496.75,50.07,416.27,240.33,165,415.69,240,162,416.56,240,163,416.56,241,388.19,489,291135.76,673,680,667,672,5.09,1,0,0,0,0,0,0,0,0,0,1264,1
28.4,78.28,0,1502.12,49.99,416.27,240.33,167,415.69,240,163,416.56,240,166,416.56,241,392.8,497,294596.51,681,688,673,682,5.06,1,0,0,0,0,0,0,0,0,0,1264,1
28.4,78.33,0,1497.25,50.02,416.27,240.33,167,415.69,240,163,416.56,240,165,416.56,241,391.84,495,293874.08,679.33,689,672,677,5.06,1,0,0,0,0,0,0,0,0,0,1264,1
28.4,78.5,0,1501.62,50.01,416.27,240.33,171,415.69,240,167,416.56,240,170,416.56,241,405.87,509,304403.42,703.67,713,695,703,5,1,0,0,0,0,0,0,0,0,0,1264,1
28.4,78.61,0,1496.75,49.95,416.27,240.33,172,415.69,240,168,416.56,240,170,416.56,241,410.3,510,307717.09,711.33,721,703,710,5.05,1,0,0,0,0,0,0,0,0,0,1264,1
28.36,78.89,0,1499.62,49.96,416.27,240.33,166,415.69,240,162,416.56,240,165,416.56,241,397.03,493,297767.43,688.33,698,680,687,5.09,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.32,79.11,0,1500.38,49.99,416.85,240.67,174,416.56,241,170,416.56,240,171,417.42,241,404.9,515,303677.41,701,711,693,699,5.03,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.36,79.11,0,1500.75,49.94,416.27,240.33,178,415.69,240,174,416.56,240,177,416.56,241,429.14,529,321849.94,744,754,735,743,5.01,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.32,79.11,0,1499.5,50.04,416.27,240.33,190,415.69,240,186,416.56,240,189,416.56,241,452.79,565,339586.29,785,794,776,785,4.98,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.32,79.17,0,1500.38,49.86,416.27,240.33,190,415.69,240,186,416.56,240,190,416.56,241,459.33,565,344487.58,796.33,805,787,797,5.01,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.36,79.17,0,1497.25,50.03,416.27,240.33,187,415.69,240,183,416.56,240,186,416.56,241,446.25,556,334685,773.67,782,764,775,5.03,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.36,79.06,0,1499.88,49.9,416.27,240.33,194,415.69,240,191,416.56,240,194,416.56,241,462.59,579,346940.39,802,809,794,803,4.96,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.36,79.11,0,1498.62,49.85,416.27,240.33,199,415.69,240,196,416.56,240,199,416.56,241,474.9,594,356167.62,823.33,830,815,825,4.94,1,0,0,0,0,0,0,0,0,0,1263.95,1
28.44,79.11,0,1501,49.97,416.27,240.33,196,415.69,240,192,416.56,240,196,416.56,241,470.48,584,352853.95,815.67,821,807,819,5.03,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.44,79.06,0,1497.75,49.91,415.69,240,189,415.69,240,185,415.69,240,188,415.69,240,464.83,562,348624,807,811,799,811,5.05,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.4,79.11,0,1501,49.9,417.42,241,201,417.42,241,199,417.42,241,202,417.42,241,463.88,601,347907.6,802,807,793,806,4.98,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.4,78.94,0,1499.62,49.93,416.27,240.33,198,415.69,240,195,416.56,240,198,416.56,241,473.56,591,355159.67,821,825,812,826,4.97,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.4,78.89,0,1496.62,49.93,415.69,240,192,415.69,240,189,415.69,240,192,415.69,240,470.02,573,352512,816,820,808,820,5.03,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.32,78.89,0,1500.62,50.04,416.27,240.33,191,415.69,240,188,416.56,240,191,416.56,241,454.33,570,340741.32,787.67,792,779,792,5.06,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.36,78.89,0,1501.62,49.94,416.85,240.67,193,416.56,241,190,416.56,240,193,417.42,241,452.65,576,339490.55,783.67,787,776,788,5.01,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.32,78.83,0,1498.62,50.07,416.27,240.33,190,415.69,240,188,416.56,240,190,416.56,241,449.14,568,336847.97,778.67,782,771,783,5,1,0,0,0,0,0,0,0,0,0,1263.9,1
28.32,78.67,0,1500.38,50,415.69,240,194,415.69,240,191,415.69,240,195,415.69,240,461.18,580,345889.44,800.67,805,792,805,5.03,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.36,78.61,0,1498.38,50.01,415.69,240,197,415.69,240,194,415.69,240,197,415.69,240,468.48,588,351358.56,813.33,816,805,819,5.03,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.36,78.61,0,1496.75,50.02,415.69,240,198,415.69,240,195,415.69,240,199,415.69,240,469.63,592,352222.56,815.33,819,807,820,5,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.36,78.56,0,1500.12,49.99,415.69,240,188,415.69,240,185,415.69,240,188,415.69,240,456,562,342001.44,791.67,793,782,800,5.01,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.36,78.56,0,1503.5,50.02,416.27,240.33,190,415.69,240,188,416.56,240,191,416.56,241,452.22,570,339153.7,784,787,776,789,5.07,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.4,78.5,0,1500.62,49.91,416.27,240.33,195,415.69,240,192,416.56,240,195,416.56,241,467.02,583,350258.38,809.67,811,800,818,5.05,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.4,78.44,0,1498.38,50.01,415.69,240,190,415.69,240,186,415.69,240,189,415.69,240,463.49,565,347617.44,804.67,809,796,809,5.03,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.4,78.44,0,1502.12,50.02,416.27,240.33,186,415.69,240,183,416.56,240,186,416.56,241,440.1,555,330069.22,763,767,753,769,5.01,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.4,78.5,0,1502.38,49.95,416.27,240.33,182,415.69,240,179,416.56,240,181,416.56,241,436.45,542,327330.9,756.67,763,749,758,5.03,1,0,0,0,0,0,0,0,0,0,1263.85,1
28.32,78.56,0,1498.38,50.07,416.27,240.33,170,415.69,240,167,416.56,240,169,416.56,241,405.3,506,303970.83,702.67,709,693,706,5.05,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.36,78.61,0,1501.5,49.97,415.69,240,179,415.69,240,175,415.69,240,177,415.69,240,432.96,531,324721.44,751.67,760,744,751,5,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.36,78.67,0,1500.62,49.97,416.85,240.67,176,416.56,241,172,416.56,240,175,417.42,241,416.65,524,312484.48,721.33,728,712,724,5.06,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.36,78.78,0,1498.12,50.07,416.85,240.67,180,416.56,241,177,416.56,240,179,417.42,241,426.08,537,319563.07,737.67,745,730,738,5.01,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.32,78.83,0,1498.12,50.04,415.69,240,182,415.69,240,180,415.69,240,183,415.69,240,436.8,545,327598.56,758.33,759,750,766,5.01,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.36,78.89,0,1503.88,50.05,417.42,241,189,417.42,241,188,417.42,241,190,417.42,241,434.76,567,326074.45,751.67,753,747,755,5.01,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.4,78.89,0,1499,49.99,415.69,240,192,415.69,240,191,415.69,240,195,415.69,240,463.49,578,347617.44,804.67,804,798,812,5,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.4,78.78,0,1497.5,50.02,415.69,240,204,415.69,240,203,415.69,240,206,415.69,240,495.74,613,371809.44,860.67,860,854,868,4.98,1,0,0,0,0,0,0,0,0,0,1263.8,1
28.4,78.78,0,1499.5,49.95,415.69,240,196,415.69,240,195,415.69,240,199,415.69,240,478.85,591,359134.56,831.33,830,825,839,4.97,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.4,78.83,0,1497.25,50.06,415.69,240,189,415.69,240,188,415.69,240,191,415.69,240,456.77,569,342576,793,792,787,800,5.01,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.36,78.94,0,1499,49.95,415.69,240,180,415.69,240,177,415.69,240,182,415.69,240,432.19,539,324142.56,750.33,752,742,757,5.03,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.4,78.89,0,1496.12,50.02,415.69,240,193,415.69,240,190,415.69,240,194,415.69,240,460.03,578,345025.44,798.67,801,789,806,4.97,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.4,78.89,0,1498.62,49.98,415.69,240,193,415.69,240,190,415.69,240,195,415.69,240,463.3,579,347470.56,804.33,808,795,810,4.97,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.32,79.06,0,1499.62,49.9,415.69,240,192,415.69,240,189,415.69,240,193,415.69,240,457.73,574,343297.44,794.67,799,785,800,5.03,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.32,79.11,0,1496.12,50,415.69,240,191,415.69,240,188,415.69,240,193,415.69,240,463.68,571,347760,805,808,796,811,5.03,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.36,79.11,0,1502.38,49.94,416.27,240.33,186,415.69,240,182,416.56,240,186,416.56,241,439.91,554,329926.47,762.67,768,753,767,5.01,1,0,0,0,0,0,0,0,0,0,1263.75,1
28.36,79.22,0,1498.38,49.87,415.69,240,191,415.69,240,188,415.69,240,193,415.69,240,468.86,572,351648,814,817,805,820,4.94,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.36,79.22,0,1498.38,50.01,415.69,240,192,415.69,240,189,415.69,240,193,415.69,240,464.45,575,348334.56,806.33,809,797,813,5.01,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.33,0,1500.38,49.91,415.69,240,189,415.69,240,187,415.69,240,191,415.69,240,456,567,342001.44,791.67,793,784,798,5,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.39,0,1501.5,50.03,416.85,240.67,194,416.56,241,192,416.56,240,196,417.42,241,463.63,582,347721.46,802.67,804,795,809,4.96,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.5,0,1503,49.96,417.42,241,192,417.42,241,190,417.42,241,194,417.42,241,459.44,576,344580.35,794.33,796,786,801,4.93,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.44,79.44,0,1505.5,50,417.42,241,205,417.42,241,203,417.42,241,207,417.42,241,477.76,615,358318.8,826,826,818,834,5,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.44,0,1502.38,49.99,416.27,240.33,202,415.69,240,199,416.56,240,203,416.56,241,478.36,604,358763.18,829.33,833,819,836,4.98,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.5,0,1501.62,50.03,416.27,240.33,200,415.69,240,197,416.56,240,201,416.56,241,476.25,598,357179.89,825.67,828,816,833,4.97,1,0,0,0,0,0,0,0,0,0,1263.7,1
28.4,79.5,0,1499.88,50.02,416.27,240.33,196,415.69,240,193,416.56,240,197,416.56,241,468.75,586,351556.17,812.67,816,803,819,4.96,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.36,79.5,0,1500.38,50.02,416.27,240.33,186,415.69,240,184,416.56,240,187,416.56,241,445.49,557,334105.32,772.33,775,763,779,4.98,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.32,79.56,0,1497.88,50.05,416.85,240.67,197,416.56,241,195,416.56,240,198,417.42,241,463.24,589,347431.21,802,803,795,808,5,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.32,79.67,0,1501.88,50.02,416.27,240.33,199,415.69,240,197,416.56,240,201,416.56,241,473.37,597,355016.92,820.67,819,813,830,4.97,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.36,79.56,0,1499.25,50.04,415.69,240,198,415.69,240,196,415.69,240,199,415.69,240,472.9,594,354672,821,823,814,826,4.98,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.36,79.67,0,1503.25,49.98,416.27,240.33,202,415.69,240,200,416.56,240,203,416.56,241,482.21,606,361648.58,836,837,827,844,4.97,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.36,79.67,0,1502.38,49.94,416.27,240.33,197,415.69,240,194,416.56,240,197,416.56,241,468.75,588,351556.17,812.67,816,805,817,4.97,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.44,79.67,0,1499.62,50.15,417.42,241,208,417.42,241,206,417.42,241,209,417.42,241,495.69,623,371766.6,857,858,848,865,5,1,0,0,0,0,0,0,0,0,0,1263.65,1
28.4,79.56,0,1501.5,50.09,417.42,241,214,417.42,241,212,417.42,241,215,417.42,241,510.92,640,383188.55,883.33,884,876,890,4.96,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.36,79.5,0,1501.25,49.91,417.42,241,215,417.42,241,214,417.42,241,217,417.42,241,511.11,645,383336.05,883.67,881,876,894,4.96,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.4,79.44,0,1500.38,50.06,415.69,240,210,415.69,240,209,415.69,240,212,415.69,240,510.53,631,382894.56,886.33,887,879,893,5,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.36,79.44,0,1501.88,49.91,415.69,240,203,415.69,240,201,415.69,240,205,415.69,240,485.18,609,363886.56,842.33,842,834,851,5.01,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.36,79.44,0,1500.62,49.98,416.85,240.67,205,416.56,241,204,416.56,240,207,417.42,241,494.82,616,371114.58,856.67,858,850,862,4.98,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.36,79.33,0,1502.12,50,417.42,241,211,417.42,241,210,417.42,241,214,417.42,241,500.32,634,375237,865,864,856,875,4.94,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.32,79.17,0,1499,50.02,416.27,240.33,211,415.69,240,209,416.56,240,212,416.56,241,506.05,632,379527.69,877.33,880,869,883,5.01,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.32,79.11,0,1503.88,50.07,415.69,240,199,415.69,240,197,415.69,240,201,415.69,240,477.5,597,358128,829,829,821,837,5.01,1,0,0,0,0,0,0,0,0,0,1263.6,1
28.36,79.06,0,1500.38,49.96,417.42,241,192,417.42,241,190,417.42,241,193,417.42,241,457.51,574,343135.8,791,791,784,798,5.03,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.4,78.94,0,1503,50.06,415.69,240,197,415.69,240,195,415.69,240,200,415.69,240,472.32,592,354240,820,819,813,828,4.97,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.36,78.94,0,1498.12,50.04,416.85,240.67,192,416.56,241,190,416.56,240,193,417.42,241,454.58,575,340933.12,787,787,780,794,5.03,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.4,78.94,0,1498.75,50.01,416.27,240.33,185,415.69,240,183,416.56,240,188,416.56,241,456.64,555,342471.69,791.67,799,778,798,5.01,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.4,78.89,0,1500.12,50.02,416.27,240.33,188,415.69,240,186,416.56,240,190,416.56,241,447.03,564,335260.35,775,776,767,782,5.03,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.36,78.83,0,1499.62,50.04,416.27,240.33,183,415.69,240,181,416.56,240,186,416.56,241,444.53,549,333387.22,770.67,772,762,778,5.1,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.4,78.78,0,1498.38,50.01,415.69,240,192,415.69,240,189,415.69,240,193,415.69,240,465.02,574,348766.56,807.33,809,798,815,5.03,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.32,78.67,0,1498.62,50.07,415.69,240,195,415.69,240,192,415.69,240,198,415.69,240,466.56,585,349920,810,814,799,817,5.05,1,0,0,0,0,0,0,0,0,0,1263.55,1
28.32,78.56,0,1499.62,49.97,416.27,240.33,192,415.69,240,188,416.56,240,193,416.56,241,457.6,574,343189.8,793.33,797,782,801,5.06,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.32,78.5,0,1500.38,50.02,416.27,240.33,194,415.69,240,190,416.56,240,195,416.56,241,463.18,579,347372.98,803,808,792,809,5.05,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.36,78.5,0,1502.38,49.95,416.27,240.33,189,415.69,240,185,416.56,240,189,416.56,241,452.22,563,339153.7,784,789,774,789,5.06,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.32,78.33,0,1497.88,50.03,416.27,240.33,190,415.69,240,186,416.56,240,190,416.56,241,451.83,566,338863.86,783.33,790,773,787,5.03,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.36,78.22,0,1497.5,49.91,415.69,240,190,415.69,240,187,415.69,240,190,415.69,240,456.58,567,342433.44,792.67,799,783,796,5.1,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.4,78.17,0,1499.88,50.02,416.27,240.33,185,415.69,240,181,416.56,240,184,416.56,241,446.45,550,334827.76,774,781,764,777,5.07,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.4,78.17,0,1498.38,49.94,416.27,240.33,190,415.69,240,184,416.56,240,187,416.56,241,451.83,561,338863.86,783.33,797,769,784,5.06,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.4,78.17,0,1499.88,49.96,415.69,240,171,415.69,240,167,415.69,240,170,415.69,240,411.46,508,308590.56,714.33,722,706,715,5.06,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.4,78.17,0,1499.62,49.98,416.27,240.33,175,415.69,240,171,416.56,240,174,416.56,241,410.68,520,308006.93,712,718,704,714,5.12,1,0,0,0,0,0,0,0,0,0,1263.5,1
28.32,78.17,0,1498.62,50.03,416.27,240.33,177,415.69,240,174,416.56,240,176,416.56,241,423.56,527,317666.75,734.33,740,727,736,5.07,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.36,78.17,0,1501.88,49.99,416.85,240.67,176,416.56,241,173,416.56,240,175,417.42,241,415.69,524,311765.36,719.67,726,712,721,5.07,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.4,78.17,0,1501.62,50.07,416.85,240.67,170,416.56,241,167,416.56,240,169,417.42,241,402.21,506,301654.33,696.33,700,690,699,5.05,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.36,78.22,0,1500.38,50.06,416.27,240.33,164,415.69,240,161,416.56,240,163,416.56,241,384.54,488,288397.44,666.67,672,659,669,5.09,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.36,78.33,0,1502.12,50.03,417.42,241,166,417.42,241,163,417.42,241,165,417.42,241,393.7,495,295274.65,680.67,685,674,683,5.07,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.4,78.5,0,1497.88,50.09,417.42,241,169,417.42,241,166,417.42,241,168,417.42,241,400.83,503,300623.4,693,697,684,698,5.07,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.4,78.61,0,1500.38,49.99,416.27,240.33,172,415.69,240,170,416.56,240,172,416.56,241,415.88,514,311900.27,721,725,714,724,5.03,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.36,78.78,0,1497.88,50.1,416.27,240.33,174,415.69,240,172,416.56,240,174,416.56,241,413.57,520,310169.9,717,719,709,723,5.06,1,0,0,0,0,0,0,0,0,0,1263.45,1
28.4,78.94,0,1499,49.97,416.27,240.33,166,415.69,240,160,416.56,240,164,416.56,241,401.07,490,300795.59,695.33,707,683,696,5.06,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.36,79.06,0,1499.88,50.11,417.42,241,180,417.42,241,177,417.42,241,181,417.42,241,406.04,538,304527.6,702,704,692,710,5.05,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.32,79.11,0,1495.75,49.98,413.96,239,188,413.96,239,185,413.96,239,189,413.96,239,473.6,563,355203.23,825.67,829,816,832,4.98,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.36,78.94,0,1500.12,49.99,416.27,240.33,199,415.69,240,196,416.56,240,201,416.56,241,470.87,596,353139.46,816.33,817,805,827,5,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.32,78.83,0,1496.75,49.98,415.69,240,202,415.69,240,199,415.69,240,203,415.69,240,485.38,604,364033.44,842.67,845,833,850,5.03,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.32,78.83,0,1496.75,50.02,415.69,240,197,415.69,240,194,415.69,240,199,415.69,240,485.38,590,364033.44,842.67,841,833,854,4.97,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.36,78.83,0,1499.5,49.94,416.27,240.33,203,415.69,240,200,416.56,240,204,416.56,241,483.17,607,362371.02,837.67,840,828,845,4.97,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.36,78.61,0,1498.62,49.99,415.69,240,202,415.69,240,199,415.69,240,205,415.69,240,489.98,606,367489.44,850.67,851,839,862,5.05,1,0,0,0,0,0,0,0,0,0,1263.4,1
28.36,78.56,0,1501.62,49.96,416.27,240.33,206,415.69,240,203,416.56,240,207,416.56,241,489.52,617,367129.55,848.67,852,838,856,4.98,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.36,78.44,0,1500.62,49.93,417.42,241,205,417.42,241,203,417.42,241,208,417.42,241,499.54,615,374660.05,863.67,864,854,873,4.97,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.4,78.5,0,1495,49.97,415.69,240,187,415.69,240,184,415.69,240,188,415.69,240,465.6,559,349198.56,808.33,810,800,815,5.03,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.4,78.5,0,1501,50.07,415.69,240,180,415.69,240,177,415.69,240,182,415.69,240,429.89,538,322414.56,746.33,750,736,753,5.05,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.36,78.5,0,1497.75,49.89,416.27,240.33,186,415.69,240,183,416.56,240,186,416.56,241,442.02,555,331509.76,766.33,771,757,771,5.05,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.4,78.5,0,1497.88,50.02,416.85,240.67,186,416.56,241,183,416.56,240,188,417.42,241,444.18,557,333135.41,769,772,760,775,5.05,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.36,78.5,0,1501.5,49.99,417.42,241,188,417.42,241,185,417.42,241,188,417.42,241,444.79,561,333592.2,769,773,760,774,5.05,1,0,0,0,0,0,0,0,0,0,1263.35,1
